292,2019-06-05,438,9
293,2021-09-24,287,32
294,2019-03-20,370,
295,2019-01-25,53,9
296,2020-07-25,115,18
297,2021-12-05,270,
298,2021-03-21,478,3
299,2021-12-24,322,21
300,2019-08-01,231,
301,2022-01-05,242,36
302,2020-08-03,289,31
303,2021-06-15,83,
304,2021-01-23,108,7
305,2020-01-07,208,26
306,2021-01-03,120,
307,2020-07-31,78,35
308,2021-06-23,309,
309,2018-10-25,50,
310,2018-12-25,107,34
311,2021-11-25,35,30
312,2018-12-30,99,
313,2019-03-12,464,34
314,2021-04-27,224,7
315,2018-11-19,450,
316,2019-10-15,126,47
317,2020-05-09,17,18
318,2020-06-21,399,
319,2019-11-09,166,
320,2020-03-23,386,28
321,2019-07-29,184,
322,2019-05-04,156,15
323,2020-12-17,374,13
324,2020-01-19,274,
325,2020-03-18,234,18
326,2021-12-26,158,44
327,2020-02-27,113,
328,2021-03-07,409,28
329,2021-03-14,39,42
330,2021-05-28,472,
331,2021-11-27,55,41
332,2019-10-04,341,2
333,2021-03-25,2,
334,2020-03-22,13,43
335,2021-03-26,90,20
336,2019-04-07,254,
337,2019-06-01,67,19
338,2019-08-14,474,44
339,2019-08-19,347,
340,2021-04-02,208,5
341,2020-03-14,92,
342,2020-04-15,205,
343,2020-02-01,374,37
344,2022-01-11,7,1
345,2021-11-13,106,
346,2020-12-27,323,24
347,2019-06-10,256,40
348,2022-01-10,385,
349,2021-10-22,119,14
350,2021-10-11,247,17
351,2020-03-29,330,
352,2021-05-08,137,
353,2022-01-22,11,32
354,2020-11-14,339,
355,2020-04-17,375,24
356,2021-12-31,426,32
357,2020-07-18,402,
358,2021-08-10,274,21
359,2022-01-24,38,13
360,2022-01-23,102,
361,2021-01-20,19,37
362,2021-03-27,393,30
363,2019-04-22,366,
364,2020-11-26,167,17
365,2019-03-19,118,7
366,2019-10-09,230,
367,2019-05-29,153,13
368,2019-09-30,74,23
369,2021-11-07,435,
370,2019-07-27,344,44
371,2020-11-30,215,14
372,2020-01-03,282,
373,2019-02-17,148,18
374,2020-08-24,280,
375,2019-08-10,109,
376,2018-12-03,467,42
377,2019-10-06,90,28
378,2021-08-29,57,
379,2021-06-13,230,47
380,2019-09-21,25,30
381,2019-05-09,169,
382,2020-08-08,346,48
383,2021-05-16,411,14
384,2019-02-02,433,
385,2018-10-21,275,
386,2019-07-02,415,5
387,2020-01-11,324,
388,2021-03-23,262,26
389,2019-12-05,179,13
390,2021-03-13,403,
391,2019-05-10,291,19
392,2021-03-06,208,10
393,2022-01-16,270,
394,2018-12-01,116,23
395,2019-06-14,398,46
396,2020-06-18,186,
397,2019-03-20,49,18
398,2019-06-03,333,48
399,2021-09-26,251,
400,2019-07-23,129,30
401,2021-01-30,229,31
402,2020-10-22,491,
403,2019-02-27,265,43
404,2019-12-18,402,28
405,2020-11-02,166,
406,2021-05-11,399,48
407,2021-09-04,307,
408,2019-07-01,225,
409,2021-02-07,441,17
410,2019-07-29,398,37
411,2018-10-07,470,
412,2020-05-08,245,30
413,2020-05-19,246,19
414,2021-10-24,161,
415,2021-09-29,23,23
416,2020-10-05,391,40
417,2018-12-29,307,
418,2021-01-05,296,
419,2019-09-01,419,2
420,2021-04-21,31,
421,2021-09-12,86,2
422,2019-06-26,459,20
423,2020-06-24,106,
424,2019-03-27,381,9
425,2018-11-03,251,1
426,2021-07-14,480,
427,2021-03-02,461,6
428,2021-09-24,358,34
429,2019-08-28,484,
430,2020-01-28,392,5
431,2020-05-09,104,44
432,2022-02-04,150,
433,2019-10-13,466,0
434,2019-07-24,450,3
435,2019-01-02,15,
436,2020-03-20,371,6
437,2020-03-12,83,16
438,2020-12-27,32,
439,2020-11-23,258,8
440,2021-09-23,57,
441,2021-02-21,442,
442,2019-04-28,19,34
443,2020-12-17,302,22
444,2018-12-29,140,
445,2019-10-26,8,20
446,2021-03-05,274,12
447,2020-11-03,455,
448,2019-12-24,149,40
449,2020-05-22,351,35
450,2020-02-20,27,
451,2021-12-15,484,
452,2021-08-22,462,5
453,2019-08-23,441,
454,2021-12-25,362,12
455,2021-04-13,439,7
456,2019-07-12,419,
457,2021-07-11,233,31
458,2020-02-16,13,17
459,2019-10-23,310,
460,2021-06-12,387,23
461,2021-11-15,361,15
462,2021-03-20,494,
463,2020-09-07,43,31
464,2018-11-22,178,33
465,2019-08-26,326,
466,2022-01-18,27,14
467,2021-12-27,486,5
468,2019-12-25,110,
469,2021-02-24,442,4
470,2021-02-17,46,43
471,2019-01-23,426,
472,2021-08-21,310,10
473,2021-07-24,264,
474,2019-01-24,394,
475,2018-11-11,319,38
476,2021-08-02,459,8
477,2019-04-28,32,
478,2019-02-14,493,1
479,2020-02-29,92,37
480,2020-08-23,233,
481,2021-12-04,67,22
482,2019-06-26,278,11
483,2021-12-01,386,
484,2022-01-20,410,
485,2021-08-20,183,13
486,2019-08-29,441,
487,2020-01-04,87,41
488,2019-02-16,364,34
489,2019-04-30,442,
490,2019-07-28,325,3
491,2021-06-26,478,26
492,2021-08-09,262,
493,2018-10-09,302,46
494,2020-05-02,39,30
495,2019-07-24,255,
496,2019-11-26,112,22
497,2020-02-20,486,23
498,2020-05-21,418,
499,2018-12-08,332,10
500,2019-01-13,68,12
501,2020-03-14,155,
502,2019-05-06,474,2
503,2020-01-08,323,32
504,2020-10-18,410,
505,2021-10-23,109,45
506,2021-10-12,422,
507,2021-06-03,283,
508,2021-08-15,446,7
509,2019-03-06,423,20
510,2019-08-25,67,
511,2020-04-03,311,35
512,2021-07-19,177,33
513,2021-07-19,102,
514,2022-02-10,115,30
515,2020-04-02,286,39
516,2021-11-28,435,
517,2020-03-06,354,
518,2021-03-30,235,30
519,2020-03-26,208,
520,2020-04-21,173,12
521,2021-10-10,99,6
522,2020-09-06,139,
523,2019-10-19,465,18
524,2021-04-14,486,23
525,2020-12-20,448,
526,2019-08-03,86,31
527,2020-04-03,491,36
528,2019-09-08,312,
529,2019-05-09,44,4
530,2020-12-20,441,32
531,2019-06-29,97,
532,2021-06-26,318,2
533,2019-05-11,498,25
534,2019-03-27,169,
535,2020-03-15,38,44
536,2020-10-25,394,43
537,2022-01-22,323,
538,2018-12-09,238,43
539,2021-09-14,184,
540,2019-12-18,387,
541,2020-08-25,381,5
542,2021-05-29,292,42
543,2020-06-04,318,
544,2021-09-08,275,5
545,2020-11-05,24,24
546,2020-06-13,269,
547,2018-10-26,293,46
548,2021-12-14,342,14
549,2018-11-07,98,
550,2019-03-12,387,
551,2019-01-10,364,19
552,2019-11-25,346,
553,2021-04-28,412,40
554,2021-12-23,321,40
555,2021-06-16,240,
556,2020-12-15,258,40
557,2021-12-25,311,27
558,2020-11-04,12,
559,2021-07-29,101,24
560,2019-06-06,120,18
561,2020-04-08,493,
562,2021-03-21,300,11
563,2018-10-05,57,41
564,2020-11-14,264,
565,2019-10-20,144,38
566,2021-05-17,425,25
567,2020-01-09,148,
568,2020-11-11,372,24
569,2019-11-25,163,39
570,2020-11-13,358,
571,2019-09-05,205,49
572,2021-11-21,471,
573,2020-06-01,128,
574,2022-01-27,38,19
575,2019-02-19,172,36
576,2019-05-15,144,
577,2022-01-16,487,15
578,2022-01-20,338,43
579,2019-07-05,468,
580,2021-08-05,202,49
581,2020-12-20,325,13
582,2020-02-15,163,
583,2021-02-06,366,
584,2020-05-28,93,37
585,2019-03-08,29,
586,2021-08-13,397,39
587,2020-02-11,6,22
588,2021-12-18,38,
589,2019-12-30,46,36
590,2019-03-18,386,23
591,2019-12-20,65,
592,2021-05-03,383,17
593,2019-08-14,240,26
594,2021-02-19,333,
595,2019-11-22,398,11
596,2019-04-19,252,48
597,2019-08-16,6,
598,2019-03-24,56,29
599,2019-06-14,87,28
600,2021-03-10,1,
601,2019-11-12,100,39
602,2019-03-02,423,2
603,2020-11-22,13,
604,2020-10-02,79,43
605,2018-10-26,41,
606,2019-08-04,125,
607,2021-06-17,400,4
608,2019-11-10,5,33
609,2020-02-18,323,
610,2019-05-24,410,35
611,2021-02-19,26,12
612,2019-06-25,282,
613,2020-09-18,34,41
614,2019-10-07,35,29
615,2020-11-03,473,
616,2021-09-22,450,
617,2018-11-02,311,18
618,2021-09-19,345,
619,2021-05-23,463,17
620,2021-10-09,332,49
621,2021-04-09,92,
622,2018-11-22,72,6
623,2020-07-06,9,22
624,2021-11-26,304,
625,2019-12-12,120,23
626,2020-11-15,40,40
627,2020-05-24,92,
628,2019-05-05,148,4
629,2018-12-07,387,45
630,2019-07-24,265,
631,2019-01-03,486,9
632,2021-02-03,287,14
633,2021-09-18,242,
634,2020-06-28,415,19
635,2021-12-26,273,1
636,2019-01-26,260,
637,2018-11-22,460,33
638,2019-03-27,205,
639,2019-06-05,129,
640,2022-01-19,121,2
641,2019-12-11,133,27
642,2020-09-27,148,
643,2021-08-25,397,23
644,2020-09-09,281,21
645,2019-02-04,258,
646,2019-09-13,10,45
647,2020-06-10,431,3
648,2020-06-21,497,
649,2020-09-02,74,
650,2020-08-25,217,48
651,2021-06-22,280,
652,2021-01-11,49,9
653,2020-10-31,282,0
654,2019-08-01,365,
655,2020-09-20,476,40
656,2021-05-23,9,34
657,2021-12-09,28,
658,2021-12-01,197,7
659,2019-11-19,97,34
660,2019-09-08,157,
661,2020-01-22,213,0
662,2020-06-22,449,24
663,2019-06-14,315,
664,2021-12-20,484,31
665,2019-09-01,48,47
666,2019-07-02,15,
667,2020-09-27,77,7
668,2019-12-04,280,32
669,2021-04-03,293,
670,2021-07-27,168,20
671,2019-05-24,162,
672,2021-06-18,491,
673,2019-07-02,434,42
674,2018-12-31,99,0
675,2020-10-21,216,
676,2021-07-01,220,30
677,2019-12-18,173,44
678,2020-08-09,46,
679,2019-11-03,331,34
680,2020-11-09,404,4
681,2020-09-13,336,
682,2019-07-23,12,
683,2022-01-27,306,33
684,2021-11-12,76,
685,2020-06-25,125,17
686,2018-11-24,73,36
687,2020-04-13,25,
688,2020-02-08,457,49
689,2020-06-17,292,47
690,2019-07-14,451,
691,2020-12-28,63,42
692,2020-04-17,479,26
693,2019-05-02,266,
694,2021-06-28,218,42
695,2021-09-20,201,48
696,2020-12-30,253,
697,2022-01-10,160,18
698,2020-08-17,29,14
699,2021-08-29,76,
700,2020-07-22,302,41
701,2019-02-22,380,47
702,2019-05-25,153,
703,2020-08-27,95,21
704,2019-11-29,397,
705,2021-11-10,49,
706,2021-06-24,263,45
707,2022-01-31,487,0
708,2019-05-11,73,
709,2020-12-15,54,4
710,2022-02-14,375,49
711,2020-07-31,340,
712,2020-04-08,85,37
713,2020-11-12,402,33
714,2021-06-16,344,
715,2021-10-14,321,
716,2018-11-10,40,38
717,2020-12-09,403,
718,2020-04-19,165,46
719,2019-02-08,323,22
720,2022-01-24,323,
721,2021-11-05,424,49
722,2019-08-23,424,8
723,2020-03-13,188,
724,2021-11-24,412,40
725,2019-07-09,421,26
726,2020-06-29,32,
727,2020-01-16,208,30
728,2021-04-16,120,15
729,2019-05-25,179,
730,2020-11-19,288,21
731,2019-10-02,226,35
732,2021-07-23,260,
733,2021-10-21,330,28
734,2020-11-14,366,38
735,2021-03-06,247,
736,2022-01-15,100,19
737,2020-05-11,417,
738,2019-10-26,300,
739,2018-11-07,260,35
740,2020-06-22,453,46
741,2020-06-15,396,
742,2021-02-10,65,24
743,2021-01-04,53,23
744,2020-05-18,314,
745,2022-01-06,411,9
746,2019-10-28,82,10
747,2021-07-27,261,
748,2018-10-26,95,
749,2018-12-20,234,49
750,2019-12-25,225,
751,2019-11-06,148,23
752,2018-10-08,425,19
753,2021-08-10,105,
754,2021-09-10,311,16
755,2020-07-07,212,14
756,2019-06-26,27,
757,2018-12-29,461,7
758,2019-04-06,366,47
759,2019-11-13,444,
760,2022-01-28,404,33
761,2019-04-17,356,7
762,2021-11-16,349,
763,2019-05-18,260,0
764,2020-05-09,315,22
765,2020-06-18,215,
766,2021-02-10,270,29
767,2021-09-30,451,28
768,2020-05-09,463,
769,2019-08-17,365,21
770,2021-11-24,292,
771,2020-03-18,184,
772,2020-09-24,26,33
773,2019-08-15,373,34
774,2021-10-12,0,
775,2021-09-01,249,24
776,2019-12-03,57,13
777,2021-09-18,383,
778,2020-11-13,260,30
779,2020-11-04,143,2
780,2020-07-05,416,
781,2018-12-28,313,
782,2020-04-04,360,0
783,2019-06-21,471,
784,2021-06-13,251,34
785,2020-06-10,25,2
786,2020-05-11,360,
787,2019-10-29,288,13
788,2019-11-17,211,30
789,2021-07-23,112,
790,2020-11-17,273,0
791,2019-08-19,25,26
792,2020-08-30,57,
793,2019-01-12,317,20
794,2019-10-03,493,19
795,2020-01-11,216,
796,2018-11-02,101,13
797,2019-06-28,74,16
798,2019-09-11,344,
799,2021-10-19,460,42
800,2021-05-14,422,21
801,2021-12-13,308,
802,2019-12-11,293,18
803,2018-11-20,276,
804,2020-04-27,366,
805,2019-06-08,454,28
806,2022-01-22,491,25
807,2020-11-17,215,
808,2019-03-20,3,35
809,2021-06-23,195,41
810,2019-10-09,304,
811,2019-11-20,282,26
812,2019-05-09,19,34
813,2021-07-03,256,
814,2019-05-11,187,
815,2022-01-14,291,11
816,2021-12-24,28,
817,2019-10-02,451,40
818,2020-01-10,62,18
819,2021-06-18,115,
820,2020-07-28,285,27
821,2021-09-18,216,39
822,2021-07-26,172,
823,2019-12-10,34,41
824,2022-02-03,7,19
825,2021-04-01,132,
826,2021-02-01,79,32
827,2019-11-22,51,39
828,2020-03-02,261,
829,2019-07-27,441,48
830,2020-10-08,398,18
831,2021-06-25,477,
832,2021-01-29,438,34
833,2021-12-13,183,48
834,2020-11-11,170,
835,2022-01-12,382,11
836,2020-07-23,391,
837,2020-04-17,142,
838,2019-01-16,204,15
839,2020-05-09,24,1
840,2020-07-01,224,
841,2019-02-06,14,41
842,2021-11-03,140,48
843,2018-11-26,301,
844,2020-12-25,125,0
845,2021-10-29,109,25
846,2020-12-28,69,
847,2021-05-12,168,
848,2019-09-21,473,6
849,2019-06-29,264,
850,2018-12-02,243,16
851,2021-12-22,171,3
852,2020-07-02,50,
853,2020-06-01,335,1
854,2019-09-26,85,37
855,2019-01-19,489,
856,2019-03-16,3,41
857,2022-02-20,33,27
858,2021-10-18,317,
859,2021-06-13,240,47
860,2021-07-08,128,9
861,2021-11-02,497,
862,2020-02-19,26,3
863,2020-09-26,211,15
864,2020-03-11,376,
865,2022-01-03,440,23
866,2021-02-23,18,11
867,2020-08-21,394,
868,2019-02-10,437,18
869,2021-11-12,349,
870,2021-06-23,417,
871,2021-09-02,336,23
872,2021-10-06,454,45
873,2019-03-15,110,
874,2018-12-29,237,48
875,2021-07-23,346,29
876,2019-09-25,109,
877,2021-09-29,236,3
878,2019-03-16,272,8
879,2020-10-06,78,
880,2020-07-11,145,
881,2019-04-05,474,8
882,2019-04-06,456,
883,2018-12-26,348,26
884,2019-02-01,345,27
885,2021-07-20,198,
886,2019-10-14,308,21
887,2021-04-14,337,21
888,2020-12-27,440,
889,2021-01-13,353,21
890,2022-02-07,158,34
891,2021-07-11,480,
892,2020-11-24,291,45
893,2020-07-09,244,48
894,2020-09-24,4,
895,2021-05-04,348,37
896,2018-12-15,326,8
897,2019-10-11,385,
898,2018-10-12,70,30
899,2021-04-25,471,6
900,2020-10-07,437,
901,2019-11-24,205,10
902,2021-12-22,307,
903,2021-01-07,153,
904,2019-01-02,17,43
905,2022-01-29,48,12
906,2019-02-05,418,
907,2020-12-07,467,25
908,2021-07-18,238,26
909,2019-10-07,218,
910,2019-03-19,13,40
911,2021-05-31,251,38
912,2019-10-21,470,
913,2020-04-02,316,
914,2020-08-20,84,13
915,2021-08-25,198,
916,2019-06-18,81,18
917,2019-04-14,469,15
918,2020-07-06,39,
919,2022-01-29,65,44
920,2021-12-02,131,37
921,2021-10-09,460,
922,2021-01-06,286,43
923,2019-07-21,457,0
924,2019-08-09,394,
925,2021-09-12,23,23
926,2019-08-23,131,30
927,2020-01-24,300,
928,2020-01-25,241,44
929,2021-10-28,194,32
930,2021-06-15,164,
931,2019-06-21,170,18
932,2021-03-06,286,42
933,2019-04-15,191,
934,2018-10-29,198,4
935,2019-05-23,57,
936,2021-03-29,296,
937,2019-01-03,290,36
938,2021-11-15,245,18
939,2019-02-03,196,
940,2022-01-12,384,15
941,2021-12-16,432,44
942,2021-10-31,35,
943,2019-03-07,87,32
944,2018-12-06,229,2
945,2019-07-19,118,
946,2019-01-28,490,
947,2020-06-23,71,36
948,2020-09-03,164,
949,2018-10-28,451,18
950,2019-03-25,89,35
951,2020-05-13,77,
952,2019-04-07,89,10
953,2020-06-09,25,30
954,2021-04-04,398,
955,2018-11-05,133,36
956,2020-12-12,244,34
957,2019-08-25,386,
958,2020-03-13,225,16
959,2019-01-09,156,4
960,2020-12-12,2,
961,2021-07-06,179,17
962,2020-12-08,428,37
963,2020-10-21,200,
964,2021-07-04,221,31
965,2019-01-20,312,30
966,2021-01-06,391,
967,2021-07-11,182,45
968,2019-05-12,490,
969,2019-10-31,203,
970,2020-07-17,122,16
971,2022-01-16,73,7
972,2018-11-20,87,
973,2021-11-29,44,42
974,2018-10-02,356,48
975,2021-01-16,95,
976,2019-03-25,45,12
977,2020-10-28,111,18
978,2019-12-21,13,
979,2019-07-04,184,
980,2020-06-27,113,27
981,2021-03-17,137,
982,2021-08-24,415,16
983,2021-11-15,190,8
984,2020-03-30,70,
985,2020-06-17,271,49
986,2019-07-19,394,35
987,2020-07-21,36,
988,2020-09-23,85,19
989,2020-05-29,418,10
990,2021-08-17,418,
991,2019-03-21,214,37
992,2021-11-19,161,31
993,2020-10-13,110,
994,2019-09-12,69,28
995,2020-12-12,94,9
996,2020-09-29,393,
997,2020-01-23,403,38
998,2021-02-02,250,8
999,2021-06-30,109,
1000,2018-10-30,226,0
1001,2021-04-08,409,
1002,2021-02-25,376,
1003,2020-09-06,275,1
1004,2021-09-18,66,8
1005,2019-08-07,49,
1006,2018-12-01,410,11
1007,2020-08-29,435,9
1008,2021-12-19,497,
1009,2021-05-23,39,0
1010,2020-05-18,429,7
1011,2021-02-12,401,
1012,2018-10-17,94,
1013,2021-04-30,301,35
1014,2020-12-25,462,
1015,2018-10-06,133,17
1016,2018-11-05,115,1
1017,2019-05-17,301,
1018,2021-10-15,79,25
1019,2020-08-17,286,46
1020,2018-10-31,283,
1021,2021-09-27,322,47
1022,2019-08-26,348,3
1023,2021-03-09,127,
1024,2019-02-05,347,7
1025,2021-06-13,494,39
1026,2019-09-14,215,
1027,2020-01-07,0,45
1028,2020-12-29,58,32
1029,2020-06-09,195,
1030,2019-12-10,139,12
1031,2018-10-03,263,0
1032,2019-02-20,96,
1033,2020-07-26,90,48
1034,2020-04-22,132,
1035,2021-02-24,224,
1036,2021-09-22,247,17
1037,2019-08-18,16,39
1038,2020-01-18,213,
1039,2020-12-10,60,37
1040,2021-08-04,429,13
1041,2019-07-02,296,
1042,2020-01-18,159,13
1043,2022-01-16,300,12
1044,2018-11-16,187,
1045,2020-08-23,464,
1046,2022-02-21,183,35
1047,2019-01-06,263,
1048,2020-02-28,233,35
1049,2020-05-11,493,9
1050,2021-10-22,421,
1051,2019-10-31,23,31
1052,2020-05-05,345,1
1053,2019-01-13,224,
1054,2020-01-07,74,0
1055,2020-02-24,440,47
1056,2019-12-03,425,
1057,2021-10-18,224,29
1058,2021-05-09,329,35
1059,2018-10-10,465,
1060,2020-05-07,363,22
1061,2021-07-29,116,42
1062,2022-02-10,254,
1063,2021-02-01,441,44
1064,2019-05-15,100,35
1065,2019-01-14,398,
1066,2022-01-28,494,24
1067,2020-12-01,446,
1068,2021-09-25,199,
1069,2020-04-13,240,31
1070,2019-07-03,64,21
1071,2019-03-26,174,
1072,2018-12-08,385,12
1073,2021-09-19,143,32
1074,2021-02-23,123,
1075,2020-01-13,47,28
1076,2021-05-23,134,13
1077,2020-01-29,212,
1078,2021-10-24,135,
1079,2020-03-29,92,48
1080,2021-01-22,151,
1081,2019-10-07,41,29
1082,2019-07-14,380,2
1083,2021-05-24,127,
1084,2022-02-17,390,25
1085,2019-03-13,412,16
1086,2021-04-08,311,
1087,2020-10-11,467,21
1088,2020-10-28,126,0
1089,2022-01-02,175,
1090,2019-02-22,138,46
1091,2020-04-26,293,43
1092,2021-09-10,114,
1093,2018-11-20,200,45
1094,2021-06-29,346,33
1095,2019-12-22,332,
1096,2018-12-17,65,26
1097,2020-09-25,276,33
1098,2022-01-18,355,
1099,2019-03-25,338,13
1100,2019-10-04,418,
1101,2019-10-03,128,
